clean_text,following,followers,totaltweets,followers,retweetcount,class_sent,Predicted_Class
تنو حساب اتمم ال جرع لقاح اكسفورد وانا في شهر الل طاف اجري عمل كي للرء كان ولل حمد ناجح ولم يحدث مع اعراض طفيف من لقاح غدا والدت تاخذ جرع من فايزر مرور يوم وضع الصح جيد ولل حمد استعج باخذ لقاح لكم ولم تحبون لاتفقد,1678,4712,40259,4712,0,0,1
نصيح لل ياخذ لقاح كور قبل يوم خذو فايتام سي مرتين يوم وف نفس قبل تطعيمه خذو نادول كولد فلو اصفر واستمر علي كل ساعا جرعه عند عدت سلام ثانيه جات نفاض نفض اهل يوم كامل لدرج انحول 🙂💔 نفاض,1001,603,14192,603,0,1,0
تنو حساب تطم ، وضع عاد بس جان صداع خفيف تعب في جسم خفيف ما يمنع من ممارس انشط بعد ءلم سيط مكان ءبر حسي فيه يوم ، فالوضع حمد الله خير وصح سلام توكل علي الله بس عيب هذا لقاح بريطان جرع شهور,247,17,208,17,0,0,1
تنو حساب فيه عافيه وعمر جرعه اولء خفيف بءذ الله ما تحس فيه قويه شو جرعه ثانيه فال صحه 🌹,9,47,865,47,0,0,1
حمد الله ءخذ جرع من لقاح كوفيد شكر لكل من ءسهم بهذ تنظيم شكر لكل فرد من طاقم جود رابط,841,663,14443,663,51,0,1
تنو حساب دكتور همام انا حجز طلع لي موعد جرع ءولي يومين لكن جرع شهور تقريب ، هل هذا شيء صح ؟ وهل اقدر اقصر المد ؟,1303,6620,15084,6620,0,0,1
تنو حساب وانا كمل فوق شهر ع جرعه ثانيه للح ماطلع وتص رونق,364,999,42951,999,0,1,1
متحدث الصح جرع من لقاح “ كور ” يجب ءن تكون من نفس نوع جود رابط جود رابط,19,13302,259350,13302,0,0,1
ولس باق جرع جود رابط,643,1503,5219,1503,1,1,1
تنو حساب تنو حساب ءن شاء الله جرع نمر ءنا موح نتطم علي هرمونا 😁 جود رابط,204,331,12121,331,0,1,1
تنو حساب تنو حساب تنو حساب لقاح من نوع اكسفورد استرازينيك شهور لو فايزر كان اسابيع جرع,190,249,17988,249,0,0,1
تنو حساب امبل طعم اول والخميس جرع يالل سلام 🇰🇼,595,10153,48933,10153,0,0,1
تنو حساب عقبال جرع دكتور هال,571,559,43932,559,0,0,1
تنو حساب تنو حساب اكيد جرع مثل حالت 😁,205,17499,61035,17499,0,0,1
تنو حساب مت تتحول حاله في تطبيق توكل محص اخذ جرع من لقاح كور ؟ علم بان تحصل علي جرع قبل توصل مع رنامج توكل استفسار وافاد بان يجب علي تواصل مع زار الصح افاده,276,288,14768,288,1,0,1
تنو حساب مت تتحول حاله في تطبيق توكل محص اخذ جرع من لقاح كور ؟ علم بان تحصل علي جرع قبل توصل مع رنامج توكل استفسار وافاد بان يجب علي تواصل مع زار الصح افاده,276,288,14768,288,1,0,1
فيد الصح جرع من لقاح كور يجب ءن تكون من نفس نوع حامد دريب سناب تيماء جود رابط,44,58498,95862,58498,0,0,1
تنو حساب تلقي جرع ءولي من لقاح استرازينك و موعد جرع شهرين و نصف هل من ممك تبكير جرع ثان ؟ اخذ جرع من لقاح فايزر ؟ شار في موتمر صحف,4871,445,8080,445,1,0,1
فيد الصح جرع من لقاح كور يجب ءن تكون من نفس نوع جود رابط,1084,438,31336,438,1,0,1
تنو حساب تنو حساب انا جرعه ثانيه اشتهي ورق عنب حامض مع سبراي بارد اتوقع من اعراض ابر 😂,1210,131,1386,131,0,0,1
تنو حساب سوءل محد قدر يجاوب علي يعطب جواب مقنع انا اخذ قاح وعد اسابيع علي اخذ جرع ليش تشدد علي لبس كمام انا اعتبر خلاص متحص من فايروس لييش ؟,104,87,2853,87,0,1,1
الصح جرع من لقاح كور يجب ءن تكون من نفس نوع جود رابط,7823,43043,111110,43043,0,0,1
توكل مليون مستخدم اتمني ءن تترك مهم مديح مستخدم يا توكل سته مضت علي تلق جرع من لقاح فايزر لاغ تقدم حتي الءن لم تتغير ال عند ولم ءحصل علي جواز محص … ماه مشكل ؟ جود رابط,7892,7211,49737,7211,1,0,1
تنو حساب اخذ جرعه ثانيه ؟,69749,115334,28510,115334,0,0,0
متحدث « الصح » جرع من لقاح كور يجب ءن تكون من نفس نوع ءولي صحيف فيء ءلكترون جود رابط,622,437,3697,437,0,0,1
تنو حساب تنو حساب علي موعد ثان جرع ، موعد جرع في اسابيع فايزر من اسبوع بريطانيالسويد,351,802,5529,802,0,0,1
تنو حساب ءن شاء الله سليم سفر بخل تطعم تري شهور جرعت يعن تطعم في مارس جرع يون بعد دش صيف كلنا نسافر وانت تقعد ترا قلت لك,825,32198,133267,32198,0,0,1
تنو حساب تنو حساب جزا الله خير انامتءكد من معلومت فايزر جرع ثانيه يوم واسترازينيك جرعت المد اشهر,359,127,2580,127,0,0,1
تنو حساب تنو حساب متي عطو موعد جرعه ثانيه ؟ والحمد لله علي سلام,693,37,305,37,0,0,1
تنو حساب تنو حساب تنو حساب الفن كويت تلقي لقاح فايزر و ما ورد من هيء غذاء و دواء ءمريكيه ءن جرعه يجب اعطاء جرع ثان يوم و في حال تءخر جرعه ثانيه تكون هنا طفرا متوقع في جسم متلق ما هو ردك ءستاذ فاضل,162,5,88,5,0,0,0
متحدث « الصح » جرع من لقاح كور يجب ءن تكون من نفس نوع ءولي جود رابط جود رابط,778,353,14205,353,2,0,1
تنو حساب تنو حساب نتظر جرعه ثانيه يمك اشته يتز,1422,3664,8818,3664,0,1,1
تنو حساب اخذ يادكتور قبل ءسبوع جرعه حمد لله ماف اعراض فضل من الله الم كتف مكان ابره والءلم مايكمل يوم توفيق,209,325,7683,325,0,0,0
تنو حساب جرعه يج صدااعع ساعت ثلاث ماتاخذ ندول يخف انا جرعه تعب زكام دوخ ثانيه ماحسي بش غير صداع,78,8,493,8,0,0,0
تنو حساب سيط جرعه الل تتعب جرعه ثانيه 😁,352,14859,16770,14859,0,1,1
تنو حساب تنو حساب لي اسبوع اخذ جرعه ءولي ولل حمد حبتين ندول قبل تطعيمه حبت بعد والحمدلل وانتظر جرعه وكل الله بس,495,157,2969,157,0,0,0
تنو حساب تنو حساب عاد اخذ جرعه ءولي لي اسبوع باق جرعه ولل حمد ليش خوف توكل علي الله,495,157,2969,157,0,0,1
متحدث الصح جرع من لقاح كور يجب ءن تكون من نفس نوع جود رابط,287,262093,213606,262093,0,0,1
تنو حساب تنو حساب جرعه ثانيه الكل يشتك منه علي مسكن فيتام سي ماعل عافيه,1863,317,7309,317,0,1,1
اخو توه ماخذ جرعه ثانيه س حرار مرتفع ؟؟ فيك كحه ؟؟ ملتزم تباعد ؟ الله يحفظ بحر نور عين صغير في مساحه كبير ثقافه ❤️ شكر مجتمع واع ❤️🇧🇭,3227,645,62381,645,5,0,1
تنو حساب اصل من زود الم تنام طول ما تلحق تاخذ دوا انا خذي جرعه ثانيه من اسبوع ما عرف من وين الم و من شدت نمت طول,696,47287,292678,47287,1,1,1
ناس طبيع تقول اوه اخذ جرعه زين ، انا لسي لابس خاتم 😩❤️ جود رابط,738,77,1208,77,0,1,0
تنو حساب كمادا بارد لو حصل انتفاخ بعد انتظار دقايق راح بعد تتسجل معلوماتج يد استخدمت وا جرع ثانيه وانتهي جرعه ثانيه يكوم مكان تطعيم جهه ثانيه ماهو نفس والحمدلل كل شي تمام,555,426,39734,426,1,0,1
تنو حساب رب ينفع فيه يارب يعن وضع مرتبط معده لازم نسو دراس لحد ما اخذ جرعه ثانيه نشوف وش تطلع لنا اطباق 🤣🤣,1422,3664,8818,3664,0,0,1
متحدث الصح جرع من لقاح يجب ءن تكون من نفس نوع جرع ءولي جود رابط,2,10922,18001,10922,0,0,1
تنو حساب تنو حساب تنو حساب انا نفس الش كلم الصح تقول تج علي موعد جرع بعد نغيرل في توكل صحت غير منطق ءجاب,86,16,28,16,0,0,1
تنو حساب تنو حساب اصب فيروس كار اسابيع من تلق جرعه ثانيه ،، احذر يا اخوان ،، لقاح لا يمنع انتقال فيروس لك ممك يقلل فقط من اعراض,29,1,124,1,0,1,0
تنو حساب تنو حساب ابو اخذ تطعيم فايزر دزول موعد جرعه ثانيه علطول بس ام باق بيت اخذ اكسفورد للح مادز موعد جرعه ثانيه,940,1635,9322,1635,0,0,1
ابوي اخذ جرعه ثانيه من كور ديتش ي بيا 💙💙 حبيب الب عقبال يا شعب 😁😁,111,542,3556,542,2,0,0
تنو حساب تنو حساب كيف ماف مخاطر وان يامتحدث قلت قبل ءن جرعه ءولي يضعف مناعه بعد جرعه ثانيه ترجع تدريجي كويت ءخذ جرعه ءولي وهو فيه كرو واشتد علي لان مناع ضعف,18,38,1069,38,0,1,0
تنو حساب دكتور عزيز والد كبير بالسن عند امراض مزم واخذ جرعه هل هنا خطور علي اختلط اهل يتم في عزل موعد جرعه,117,33,235,33,0,0,0
متحدث الصح عدد جرع معطا ءءن بلغ ءكثر من ءلف جرع من لقاح يجب ءن تكون من نفس نوع جود رابط,1126,267,200,267,2,0,1
« متحدث الصح » جرع من لقاح « كور » يجب ءن تكون من نفس نوع جود رابط,2,6100,40528,6100,0,0,0
« متحدث الصح » جرع من لقاح « كور » يجب ءن تكون من نفس نوع جود رابط جود رابط,5,116,17085,116,0,0,1
تنو حساب مبر انا لي شهرين يمك مخلص جرعه ثانيه بس مكان بيد السم حين يوجع 🤦‍♂️,324,1754,69552,1754,0,1,1
تنو حساب تنو حساب تنو حساب فعل لما اختر مطار طلع موعد جرع جرعه مارس ثانيه مارس هذ فتره زمنيه خاصه لقاح فايزر واسترازينك جرعت ثلاث شهور,46,51,7649,51,0,0,1
متحدث زار الصح ▫️ لا نزال نرصد تذبذب لءصابا كور في مناطق ▫️ تم ءعطاء ءكثر من ءلف جرع من لقاح ▫️ جرع لابد تكون من نفس نوع جرع اول ▫️ من اخذ لقاح لابد استمر احتراز ▫️ لا صحة لانخفاض مناع تطعيم لقاح كور جود رابط,29,23085,29130,23085,0,1,1
متحدث « الصح » يتم ءعطاء جرع من لقاح كور من نوع قاح معطي في جرع ءولي عكاظ تكون اول تطبيق عكاظ جود رابط جود رابط,1936,2119,157635,2119,6,0,1
تنو حساب اخذ جرع من شهر لين حين ما طلع لي شهاد تطعيم,607,1937,43004,1937,0,0,1
تنو حساب تنو حساب شاء الله للان محد ضرب جرعه ثانيه 🌹,862,850,37952,850,0,0,1
تنو حساب انا خذي تطعيم استرازينيك جرعه مضي علي اسبوع هل انتظر اسبوع بعد مال داعل جرعه ثانيه ؟,123,395,11643,395,0,0,1
متحدث الصح من ءخذ جرع من لقاح معين علي ءن يءخذ جرع من نفس لقاح جود رابط,34,70155,145643,70155,0,0,1
زار الصح ليه اخرت جرعه ثانيه من اكسفورد ثلاث شهور ؟؟ دول خليج مخلين فرق حرعت شهر فقط كور,68,178,2115,178,0,1,1
تنو حساب تنو حساب فايزر جرع ءولي اسابيع يعطيبالم ءكسفورد بالم فايزر جرع ءسبوع يعط بالم اكسفورد بالم,5027,2514,124388,2514,1,0,1
تنو حساب انا اخذ جرعت ولل حمد يوم اخذ جرع خفيف جدا والل والممرضا و ممرض يدهم خفيف,3244,24600,487401,24600,1,0,1
